# SignalP-5.0	Organism: Eukarya	Timestamp: 20191022231331
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
Q9NPG3	OTHER	0.000510	0.999490	
A8K554	OTHER	0.000386	0.999614	
P55808	SP(Sec/SPI)	0.995996	0.004004	CS pos: 21-22. ARG-QR. Pr: 0.9182
Q92890	OTHER	0.002273	0.997727	
Q14CS0	OTHER	0.000394	0.999606	
Q8WVS4	OTHER	0.000540	0.999460	
Q8IWG1	OTHER	0.001272	0.998728	
Q6UWM9	SP(Sec/SPI)	0.913441	0.086559	CS pos: 23-24. GFC-GK. Pr: 0.6087
P0CJ79	OTHER	0.001038	0.998962	
Q2TAM9	OTHER	0.002461	0.997539	
Q8N0Z9	SP(Sec/SPI)	0.853900	0.146100	CS pos: 30-31. LEA-VV. Pr: 0.3682
Q9BSL1	OTHER	0.001840	0.998160	
A6NC05	OTHER	0.007283	0.992717	
Q8NI36	OTHER	0.003378	0.996622	
Q9H967	OTHER	0.001652	0.998348	
P17038	OTHER	0.000886	0.999114	
Q5TIE3	OTHER	0.412629	0.587371	
Q9ULK5	OTHER	0.001128	0.998872	
Q9BZM5	SP(Sec/SPI)	0.999409	0.000591	CS pos: 25-26. SRA-GR. Pr: 0.6066
B4DYI2	OTHER	0.000532	0.999468	
P22528	OTHER	0.006001	0.993999	
Q7Z2Z1	OTHER	0.004855	0.995145	
Q17RH7	OTHER	0.000181	0.999819	
Q8N2U0	OTHER	0.222753	0.777247	
Q8TEE9	OTHER	0.003199	0.996801	
Q5VY80	SP(Sec/SPI)	0.994019	0.005981	CS pos: 25-26. SRA-RR. Pr: 0.8668
Q8N841	OTHER	0.000875	0.999125	
Q86XD8	OTHER	0.000227	0.999773	
O00294	OTHER	0.001208	0.998792	
Q8NFZ6	OTHER	0.016107	0.983893	
Q5T7W0	OTHER	0.001468	0.998532	
Q6ZNG0	OTHER	0.001185	0.998815	
Q9H2Y7	OTHER	0.000288	0.999712	
Q96N46	OTHER	0.000718	0.999282	
Q9Y3M9	OTHER	0.001661	0.998339	
P01737	SP(Sec/SPI)	0.955965	0.044035	CS pos: 20-21. TRA-QS. Pr: 0.8702
Q5TAA0	OTHER	0.000241	0.999759	
P01282	SP(Sec/SPI)	0.986396	0.013604	CS pos: 25-26. TSA-WP. Pr: 0.9139
Q7Z7K2	OTHER	0.010373	0.989627	
Q5T5D7	OTHER	0.000912	0.999088	
Q01534	OTHER	0.001223	0.998777	
Q96K80	OTHER	0.002802	0.997198	
A0A0C4DH59	SP(Sec/SPI)	0.997134	0.002866	CS pos: 21-22. VET-GV. Pr: 0.5928
Q15672	OTHER	0.004328	0.995672	
O43345	OTHER	0.000416	0.999584	
Q9UDV6	OTHER	0.001021	0.998979	
Q9NV72	OTHER	0.001710	0.998290	
Q9P2Y4	OTHER	0.002880	0.997120	
Q8TF45	OTHER	0.001001	0.998999	
Q3ZCT1	OTHER	0.002605	0.997395	
Q86V71	OTHER	0.000548	0.999452	
Q7Z2F6	OTHER	0.000902	0.999098	
Q96A05	OTHER	0.000171	0.999829	
Q9BY10	OTHER	0.000716	0.999284	
O00300	SP(Sec/SPI)	0.946838	0.053162	CS pos: 21-22. TTQ-ET. Pr: 0.4015
Q96EV2	OTHER	0.000751	0.999249	
Q9HAU6	OTHER	0.001078	0.998922	
P0CI25	OTHER	0.010902	0.989098	
Q96H20	OTHER	0.001596	0.998404	
Q9Y6M7	OTHER	0.000281	0.999719	
A6NML5	OTHER	0.126381	0.873619	
Q9BQ61	OTHER	0.003358	0.996642	
Q9Y5X0	OTHER	0.001198	0.998802	
A2RU14	OTHER	0.005483	0.994517	
Q08648	SP(Sec/SPI)	0.992693	0.007307	CS pos: 25-26. SQA-RH. Pr: 0.8706
Q96B96	OTHER	0.000594	0.999406	
Q9NR31	OTHER	0.002640	0.997360	
Q8IZ73	OTHER	0.005604	0.994396	
Q9P0N5	OTHER	0.000854	0.999146	
Q8N0U2	OTHER	0.074753	0.925247	
Q9H5Q4	OTHER	0.002459	0.997541	
Q96B49	OTHER	0.001667	0.998333	
P82933	OTHER	0.002133	0.997867	
Q9C0I4	SP(Sec/SPI)	0.982975	0.017025	CS pos: 31-32. SHA-AH. Pr: 0.4970
P22532	OTHER	0.023352	0.976648	
P49223	SP(Sec/SPI)	0.997349	0.002651	CS pos: 23-24. SEL-AR. Pr: 0.3120
Q7Z6J0	OTHER	0.001820	0.998180	
Q8N567	OTHER	0.000511	0.999489	
Q9UKY1	OTHER	0.001817	0.998183	
Q9BYJ9	OTHER	0.003815	0.996185	
Q52M93	OTHER	0.001258	0.998742	
Q9GZV5	OTHER	0.001431	0.998569	
Q9Y2Y4	OTHER	0.001970	0.998030	
Q969M3	OTHER	0.002909	0.997091	
Q96A99	SP(Sec/SPI)	0.912106	0.087894	CS pos: 25-26. ASS-QE. Pr: 0.5943
P19634	SP(Sec/SPI)	0.565285	0.434715	CS pos: 36-37. SHG-LQ. Pr: 0.4425
Q2M3R5	OTHER	0.012771	0.987229	
Q14940	SP(Sec/SPI)	0.918341	0.081659	CS pos: 16-17. AGA-AE. Pr: 0.6295
Q8IVB4	OTHER	0.000125	0.999875	
Q96LR4	SP(Sec/SPI)	0.535979	0.464021	CS pos: 36-37. ASS-QH. Pr: 0.1411
Q9GZM7	SP(Sec/SPI)	0.996896	0.003104	CS pos: 21-22. ALG-AQ. Pr: 0.8211
O95416	OTHER	0.000406	0.999594	
Q6STE5	OTHER	0.000469	0.999531	
Q96AG3	OTHER	0.007836	0.992164	
Q9BSG5	SP(Sec/SPI)	0.785403	0.214597	CS pos: 30-31. CGG-SR. Pr: 0.2203
Q96DR4	OTHER	0.000471	0.999529	
A8MWL7	OTHER	0.088676	0.911324	
A6NGB7	OTHER	0.249372	0.750628	
Q6UE05	OTHER	0.058017	0.941983	
Q9NYW0	OTHER	0.061893	0.938107	
Q96EL2	OTHER	0.003381	0.996619	
Q6UWI4	SP(Sec/SPI)	0.995439	0.004561	CS pos: 33-34. ARA-SG. Pr: 0.7114
Q14765	OTHER	0.000238	0.999762	
Q9BSE2	OTHER	0.000975	0.999025	
P24821	SP(Sec/SPI)	0.976485	0.023515	CS pos: 22-23. TEG-GV. Pr: 0.7806
Q92966	OTHER	0.001931	0.998069	
Q5VYP0	OTHER	0.001941	0.998059	
Q6PL24	OTHER	0.001714	0.998286	
Q9UHI7	OTHER	0.001273	0.998727	
Q9BVT8	OTHER	0.232908	0.767092	
A0A1W2PP97	SP(Sec/SPI)	0.989411	0.010589	CS pos: 21-22. ATP-AL. Pr: 0.4010
Q86TS7	OTHER	0.002239	0.997761	
O95551	OTHER	0.002899	0.997101	
P50552	OTHER	0.000878	0.999122	
Q8NBZ7	OTHER	0.102311	0.897689	
Q9NZC7	OTHER	0.001313	0.998687	
O15195	OTHER	0.002772	0.997228	
Q9Y330	OTHER	0.000569	0.999431	
Q4V348	OTHER	0.002066	0.997934	
A8MV72	OTHER	0.000242	0.999758	
O14863	OTHER	0.000743	0.999257	
Q9UBD3	SP(Sec/SPI)	0.990829	0.009171	CS pos: 21-22. VEG-VG. Pr: 0.5705
Q8IV45	OTHER	0.079775	0.920225	
Q9GZM5	OTHER	0.001384	0.998616	
Q6ZSR6	OTHER	0.010765	0.989235	
Q96M66	OTHER	0.001033	0.998967	
Q96T25	OTHER	0.001035	0.998965	
Q9H091	OTHER	0.003285	0.996715	
Q96B02	OTHER	0.000550	0.999450	
Q8N720	OTHER	0.000638	0.999362	
Q9BZA0	OTHER	0.002503	0.997497	
Q12792	OTHER	0.000919	0.999081	
Q8IZM8	OTHER	0.000485	0.999515	
Q5TYW1	OTHER	0.000626	0.999374	
Q06732	OTHER	0.000499	0.999501	
A0A075B6U4	SP(Sec/SPI)	0.997425	0.002575	CS pos: 21-22. ANG-EN. Pr: 0.9315
Q6DKK2	OTHER	0.030561	0.969439	
Q9GZX5	OTHER	0.000687	0.999313	
Q8IXZ2	OTHER	0.001066	0.998934	
A0A576	SP(Sec/SPI)	0.995595	0.004405	CS pos: 24-25. AVS-QT. Pr: 0.3628
P0CV99	OTHER	0.001223	0.998777	
A0A0K0K1A5	SP(Sec/SPI)	0.998647	0.001353	CS pos: 21-22. VNA-GV. Pr: 0.9785
Q8N9V3	OTHER	0.004934	0.995066	
Q8NB42	OTHER	0.001086	0.998914	
O43309	OTHER	0.000378	0.999622	
Q7Z3V5	OTHER	0.001054	0.998946	
P98066	SP(Sec/SPI)	0.995521	0.004479	CS pos: 17-18. TQG-WG. Pr: 0.7439
O15240	SP(Sec/SPI)	0.991476	0.008524	CS pos: 22-23. LGA-AP. Pr: 0.5768
Q8NHG7	OTHER	0.001351	0.998649	
Q9NQ86	OTHER	0.000617	0.999383	
Q01105	OTHER	0.000606	0.999394	
Q9NTJ5	OTHER	0.001173	0.998827	
A6NGB0	OTHER	0.000415	0.999585	
Q15431	OTHER	0.001167	0.998833	
O95238	OTHER	0.001095	0.998905	
Q5MJ70	OTHER	0.000501	0.999499	
P19532	OTHER	0.000720	0.999280	
Q6PIS1	OTHER	0.003500	0.996500	
Q5BIV9	SP(Sec/SPI)	0.968801	0.031199	CS pos: 23-24. SGA-AK. Pr: 0.4080
A6NFA1	SP(Sec/SPI)	0.983151	0.016849	CS pos: 19-20. ARA-RP. Pr: 0.7852
Q8NI27	OTHER	0.000625	0.999375	
P58304	OTHER	0.002248	0.997752	
Q9H1J7	SP(Sec/SPI)	0.989831	0.010169	CS pos: 17-18. SWA-QL. Pr: 0.4953
Q96NJ6	OTHER	0.000478	0.999522	
P62837	OTHER	0.001727	0.998273	
A8MT70	OTHER	0.000584	0.999416	
Q14679	OTHER	0.000946	0.999054	
Q9UBK9	OTHER	0.000778	0.999222	
Q6PML9	OTHER	0.019244	0.980756	
Q3SXZ7	OTHER	0.000526	0.999474	
Q9ULJ3	OTHER	0.005424	0.994576	
Q9C0A1	OTHER	0.001749	0.998251	
A0A1B0GX49	SP(Sec/SPI)	0.996690	0.003310	CS pos: 21-22. VTA-GI. Pr: 0.8375
Q15697	OTHER	0.000485	0.999515	
Q9H322	OTHER	0.001272	0.998728	
Q8N8E2	OTHER	0.000537	0.999463	
Q9H869	OTHER	0.000345	0.999655	
Q96AW1	SP(Sec/SPI)	0.989874	0.010126	CS pos: 22-23. TEA-KK. Pr: 0.9681
O15321	SP(Sec/SPI)	0.986737	0.013263	CS pos: 32-33. VEG-VT. Pr: 0.7678
P0C874	OTHER	0.000656	0.999344	
Q9HD45	SP(Sec/SPI)	0.993290	0.006710	CS pos: 28-29. TRA-DE. Pr: 0.9841
Q16637	OTHER	0.002635	0.997365	
Q71RH2	OTHER	0.030962	0.969038	
Q7Z3T8	OTHER	0.000606	0.999394	
Q6AW86	OTHER	0.000990	0.999010	
Q96KM6	OTHER	0.001690	0.998310	
Q86UK7	OTHER	0.010610	0.989390	
Q6ZSB9	OTHER	0.000832	0.999168	
Q6ZRU5	OTHER	0.069071	0.930929	
Q6ZTK2	OTHER	0.000827	0.999173	
Q8N8F6	OTHER	0.000670	0.999330	
Q5SRH9	OTHER	0.001013	0.998987	
Q5VTQ0	OTHER	0.021866	0.978134	
Q2M218	OTHER	0.000717	0.999283	
Q9NZ09	OTHER	0.000370	0.999630	
D6RCP7	OTHER	0.000387	0.999613	
C9J2P7	OTHER	0.000409	0.999591	
O15015	OTHER	0.001775	0.998225	
Q86UD4	OTHER	0.002873	0.997127	
P07996	SP(Sec/SPI)	0.922677	0.077323	CS pos: 18-19. CGT-NR. Pr: 0.4755
Q6PFW1	OTHER	0.002757	0.997243	
Q9Y2C2	OTHER	0.002176	0.997824	
A0A0B4J234	SP(Sec/SPI)	0.984518	0.015482	CS pos: 25-26. AES-KD. Pr: 0.8841
A0A075B6V5	SP(Sec/SPI)	0.988899	0.011101	CS pos: 21-22. VSS-ED. Pr: 0.8786
P52738	OTHER	0.000426	0.999574	
A0A075B6T8	SP(Sec/SPI)	0.967357	0.032643	CS pos: 20-21. ING-DS. Pr: 0.8574
A2A3L6	OTHER	0.000717	0.999283	
A6NNM8	OTHER	0.000774	0.999226	
Q96JM2	OTHER	0.001005	0.998995	
Q8IYH5	OTHER	0.000454	0.999546	
Q9H0M5	OTHER	0.000604	0.999396	
Q6ECI4	OTHER	0.002148	0.997852	
B1APH4	OTHER	0.001026	0.998974	
Q96HQ0	OTHER	0.001126	0.998874	
Q9Y5V0	OTHER	0.000795	0.999205	
Q6IV72	OTHER	0.000386	0.999614	
Q96CX3	OTHER	0.000794	0.999206	
Q6XCG6	OTHER	0.082783	0.917217	
Q5FWF4	OTHER	0.000422	0.999578	
Q9Y2H8	OTHER	0.000985	0.999015	
A8MTY0	OTHER	0.000723	0.999277	
P36543	OTHER	0.000186	0.999814	
Q12800	OTHER	0.001876	0.998124	
P50616	OTHER	0.001187	0.998813	
Q9UPZ6	SP(Sec/SPI)	0.914763	0.085237	CS pos: 47-48. GRA-AA. Pr: 0.3165
Q9NZR1	OTHER	0.000204	0.999796	
Q6NT04	OTHER	0.000161	0.999839	
P0C879	OTHER	0.007543	0.992457	
Q9Y6M5	OTHER	0.283528	0.716472	
P59817	OTHER	0.000915	0.999085	
Q5T4F4	OTHER	0.001379	0.998621	
Q9BXA7	OTHER	0.000707	0.999293	
Q96PN8	OTHER	0.000264	0.999736	
Q0VG73	OTHER	0.000836	0.999164	
A0A1B0GX78	SP(Sec/SPI)	0.993079	0.006921	CS pos: 21-22. IDA-RV. Pr: 0.9334
O95858	OTHER	0.000679	0.999321	
P50607	OTHER	0.000194	0.999806	
Q8IYB9	OTHER	0.000619	0.999381	
Q9H9H4	OTHER	0.000691	0.999309	
P49638	OTHER	0.000906	0.999094	
O15205	OTHER	0.000424	0.999576	
Q969S3	OTHER	0.001629	0.998371	
A6NFI3	OTHER	0.000291	0.999709	
Q96I27	OTHER	0.000833	0.999167	
Q96PQ6	OTHER	0.001424	0.998576	
Q8TCY9	OTHER	0.000625	0.999375	
Q3SY52	OTHER	0.000793	0.999207	
Q9BS31	OTHER	0.000427	0.999573	
P0DPF4	SP(Sec/SPI)	0.992841	0.007159	CS pos: 19-20. VSG-QQ. Pr: 0.9638
Q9H313	OTHER	0.000931	0.999069	
Q5HYK9	OTHER	0.000530	0.999470	
Q6P1L6	OTHER	0.003640	0.996360	
Q96IQ9	OTHER	0.001146	0.998854	
Q96H40	OTHER	0.000566	0.999434	
Q96MN9	OTHER	0.444923	0.555077	
P17019	OTHER	0.003075	0.996925	
Q9P255	OTHER	0.014793	0.985207	
Q6ZNH5	OTHER	0.001574	0.998426	
Q8N1W2	OTHER	0.039600	0.960400	
Q8NDW4	OTHER	0.000386	0.999614	
Q6P9A3	OTHER	0.000719	0.999281	
Q9H609	OTHER	0.000713	0.999287	
O15498	OTHER	0.007223	0.992777	
Q07157	OTHER	0.001775	0.998225	
Q8WVI0	OTHER	0.001427	0.998573	
Q96KF7	OTHER	0.000284	0.999716	
Q92673	SP(Sec/SPI)	0.966016	0.033984	CS pos: 28-29. ALC-EV. Pr: 0.9059
O95486	OTHER	0.006387	0.993613	
Q8N8Y5	OTHER	0.000465	0.999535	
Q9P2E3	OTHER	0.000553	0.999447	
Q9Y2T7	OTHER	0.008621	0.991379	
Q8WYQ9	OTHER	0.000710	0.999290	
Q9Y5U2	OTHER	0.001698	0.998302	
O60635	OTHER	0.009919	0.990081	
Q96SJ8	OTHER	0.002005	0.997995	
Q6UW78	OTHER	0.133768	0.866232	
Q96LW9	OTHER	0.000634	0.999366	
Q5TC79	OTHER	0.000498	0.999502	
A7E2V4	OTHER	0.001114	0.998886	
Q53FD0	OTHER	0.009088	0.990912	
Q14166	OTHER	0.000776	0.999224	
Q86XU0	OTHER	0.000660	0.999340	
Q495M9	OTHER	0.001496	0.998504	
Q9UJN7	OTHER	0.000948	0.999052	
Q9NNX9	OTHER	0.001199	0.998801	
Q96TA2	OTHER	0.002948	0.997052	
Q99990	OTHER	0.000574	0.999426	
Q9UK11	OTHER	0.000250	0.999750	
Q6ZSR3	OTHER	0.014145	0.985855	
Q8NEP9	OTHER	0.000243	0.999757	
A8MTW9	SP(Sec/SPI)	0.993540	0.006460	CS pos: 21-22. ALA-DG. Pr: 0.6847
Q9H598	OTHER	0.000306	0.999694	
Q07890	OTHER	0.000420	0.999580	
Q96B21	OTHER	0.371754	0.628246	
Q8IUE1	OTHER	0.001710	0.998290	
Q9NWC5	OTHER	0.345031	0.654969	
Q9NRP7	OTHER	0.000337	0.999663	
Q86YJ6	OTHER	0.003388	0.996612	
P09486	SP(Sec/SPI)	0.999236	0.000764	CS pos: 17-18. ALA-AP. Pr: 0.9702
P11277	OTHER	0.000615	0.999385	
P40238	SP(Sec/SPI)	0.994426	0.005574	CS pos: 21-22. NLA-QV. Pr: 0.5613
O43915	SP(Sec/SPI)	0.902304	0.097696	CS pos: 21-22. VQG-SS. Pr: 0.7531
O60765	OTHER	0.000433	0.999567	
Q9NSJ1	OTHER	0.000686	0.999314	
Q9BWV7	OTHER	0.001689	0.998311	
Q3MJ62	OTHER	0.001452	0.998548	
O43829	OTHER	0.000204	0.999796	
Q9H7M6	OTHER	0.004014	0.995986	
Q8WXB4	OTHER	0.011850	0.988150	
Q9BSR8	OTHER	0.001004	0.998996	
Q5SQQ9	OTHER	0.001226	0.998774	
Q86WT1	OTHER	0.000594	0.999406	
A8MZ25	OTHER	0.003024	0.996976	
A6NCW7	OTHER	0.000537	0.999463	
Q5T6F2	OTHER	0.000493	0.999507	
A0A0B4J263	SP(Sec/SPI)	0.953160	0.046840	CS pos: 18-19. LSG-EL. Pr: 0.7945
Q9UI38	SP(Sec/SPI)	0.994577	0.005423	CS pos: 39-40. CWG-AG. Pr: 0.7842
Q499Z4	OTHER	0.008482	0.991518	
P52741	OTHER	0.009594	0.990406	
P52743	OTHER	0.006606	0.993394	
B1AH88	OTHER	0.011069	0.988931	
Q53GI3	OTHER	0.001988	0.998012	
Q9UL58	OTHER	0.000915	0.999085	
A0A1B0GX51	SP(Sec/SPI)	0.986852	0.013148	CS pos: 21-22. TGA-GV. Pr: 0.7750
Q5T9L3	OTHER	0.046997	0.953003	
Q9C0G0	OTHER	0.000458	0.999542	
Q9Y6I7	OTHER	0.001954	0.998046	
Q8TCW7	SP(Sec/SPI)	0.991547	0.008453	CS pos: 19-20. GSA-QF. Pr: 0.8206
Q6ZR52	OTHER	0.001184	0.998816	
Q8TAQ5	OTHER	0.000709	0.999291	
Q9UNY5	OTHER	0.005027	0.994973	
Q9UK10	OTHER	0.000329	0.999671	
Q8WVY7	OTHER	0.000721	0.999279	
Q8TCH9	OTHER	0.001591	0.998409	
Q93097	OTHER	0.381877	0.618123	
Q6RSH7	OTHER	0.003869	0.996131	
A8MUU9	OTHER	0.006686	0.993314	
Q96N58	OTHER	0.000908	0.999092	
Q96ND8	OTHER	0.000344	0.999656	
Q9BRJ2	OTHER	0.009039	0.990961	
O95947	OTHER	0.007110	0.992890	
Q8WUJ0	OTHER	0.000324	0.999676	
Q53T94	OTHER	0.001011	0.998989	
Q9H2H9	OTHER	0.001041	0.998959	
O95473	OTHER	0.009139	0.990861	
Q8IWZ4	OTHER	0.001802	0.998198	
Q16881	OTHER	0.003530	0.996470	
Q9UHJ6	OTHER	0.001919	0.998081	
Q9BWM7	OTHER	0.000595	0.999405	
Q9Y6A9	OTHER	0.000479	0.999521	
Q96NB2	OTHER	0.000775	0.999225	
Q4W5P6	OTHER	0.434247	0.565753	
A0A1B0GVZ9	OTHER	0.002931	0.997069	
Q9Y5W9	OTHER	0.000972	0.999028	
P55000	SP(Sec/SPI)	0.999005	0.000995	CS pos: 22-23. GEA-LK. Pr: 0.9378
O96008	OTHER	0.000466	0.999534	
Q9H2B4	OTHER	0.002191	0.997809	
Q9Y2L5	OTHER	0.000464	0.999536	
Q9H788	OTHER	0.000487	0.999513	
P31641	OTHER	0.000946	0.999054	
Q15363	SP(Sec/SPI)	0.915722	0.084278	CS pos: 20-21. VSG-YF. Pr: 0.7797
Q3KNT9	SP(Sec/SPI)	0.849671	0.150329	CS pos: 16-17. AQA-CV. Pr: 0.5125
Q9H2S6	OTHER	0.000257	0.999743	
Q14188	OTHER	0.002453	0.997547	
O00506	OTHER	0.000417	0.999583	
Q8IUE0	OTHER	0.001710	0.998290	
Q8TEJ3	OTHER	0.059688	0.940312	
Q96T23	OTHER	0.002344	0.997656	
Q8IU80	OTHER	0.005866	0.994134	
P23763	OTHER	0.000812	0.999188	
Q86UX7	OTHER	0.000607	0.999393	
P56706	OTHER	0.299026	0.700974	
Q16222	OTHER	0.000391	0.999609	
P0C7P4	OTHER	0.000568	0.999432	
Q93008	OTHER	0.004672	0.995328	
Q9H1C4	OTHER	0.002025	0.997975	
Q68DK2	OTHER	0.002016	0.997984	
P51965	OTHER	0.000466	0.999534	
O76080	OTHER	0.000717	0.999283	
Q9NQE7	SP(Sec/SPI)	0.546564	0.453436	CS pos: 24-25. APA-SL. Pr: 0.1842
P0CG48	OTHER	0.002060	0.997940	
Q9BR11	OTHER	0.006490	0.993510	
Q8NAM6	OTHER	0.000511	0.999489	
O95159	OTHER	0.001376	0.998624	
A0A0B4J274	SP(Sec/SPI)	0.979725	0.020275	CS pos: 21-22. LSG-ED. Pr: 0.7797
A0A0B4J249	SP(Sec/SPI)	0.996290	0.003710	CS pos: 22-23. SRG-ED. Pr: 0.6790
Q96PM5	OTHER	0.002287	0.997713	
Q14592	OTHER	0.001133	0.998867	
Q9NWS9	OTHER	0.000990	0.999010	
P17032	OTHER	0.001372	0.998628	
A0A075B6N1	SP(Sec/SPI)	0.995795	0.004205	CS pos: 21-22. VDG-GI. Pr: 0.9176
O60763	OTHER	0.001977	0.998023	
Q9H3U1	OTHER	0.003603	0.996397	
P17010	OTHER	0.000214	0.999786	
Q9P2J2	SP(Sec/SPI)	0.962576	0.037424	CS pos: 20-21. ADG-RG. Pr: 0.4642
Q8N4P2	OTHER	0.000585	0.999415	
Q96EC8	OTHER	0.000741	0.999259	
A8MUN3	OTHER	0.236510	0.763490	
O14907	OTHER	0.001533	0.998467	
Q6ZS49	OTHER	0.000876	0.999124	
Q5JNZ3	OTHER	0.000617	0.999383	
Q8TD23	OTHER	0.000537	0.999463	
A0A0B4J265	SP(Sec/SPI)	0.997700	0.002300	CS pos: 19-20. GDA-KT. Pr: 0.8030
Q8TAF7	OTHER	0.000390	0.999610	
Q9P2S5	OTHER	0.001829	0.998171	
A8MWP4	OTHER	0.001421	0.998579	
P0CG00	OTHER	0.001551	0.998449	
P49815	OTHER	0.001268	0.998732	
Q969W8	OTHER	0.000222	0.999778	
Q3ZCX4	OTHER	0.000776	0.999224	
Q96IR3	OTHER	0.002172	0.997828	
Q96M85	OTHER	0.002075	0.997925	
Q6UXV3	SP(Sec/SPI)	0.555042	0.444958	CS pos: 28-29. RQA-AT. Pr: 0.2711
P40337	OTHER	0.000622	0.999378	
Q9UK33	OTHER	0.002666	0.997334	
Q8N2B8	OTHER	0.004163	0.995837	
Q8TC90	OTHER	0.000970	0.999030	
A0A1B0GU71	OTHER	0.000712	0.999288	
Q96P47	OTHER	0.000744	0.999256	
A0A096LP49	OTHER	0.004317	0.995683	
Q14201	OTHER	0.006482	0.993518	
Q96AQ1	OTHER	0.000871	0.999129	
A8MUP2	OTHER	0.078429	0.921571	
Q8IVL8	SP(Sec/SPI)	0.934109	0.065891	CS pos: 20-21. GLG-YD. Pr: 0.8152
Q99626	OTHER	0.003807	0.996193	
Q6P461	OTHER	0.003169	0.996831	
Q9Y215	SP(Sec/SPI)	0.660054	0.339946	CS pos: 22-23. IVS-QP. Pr: 0.1837
Q5T1N1	OTHER	0.000500	0.999500	
O14627	OTHER	0.007523	0.992477	
Q9UNH5	OTHER	0.000474	0.999526	
Q6ZMG9	OTHER	0.007123	0.992877	
Q16739	OTHER	0.001743	0.998257	
P46736	OTHER	0.002361	0.997639	
Q9BXL6	OTHER	0.000500	0.999500	
O43572	OTHER	0.001243	0.998757	
Q6P575	OTHER	0.003079	0.996921	
P51671	SP(Sec/SPI)	0.999307	0.000693	CS pos: 23-24. GLA-GP. Pr: 0.8908
Q9NPI1	OTHER	0.000406	0.999594	
Q7L2Z9	OTHER	0.000360	0.999640	
P10321	SP(Sec/SPI)	0.979970	0.020030	CS pos: 24-25. TWA-CS. Pr: 0.5739
Q5VTR2	OTHER	0.000727	0.999273	
P24864	OTHER	0.001089	0.998911	
Q01433	OTHER	0.003044	0.996956	
Q13520	OTHER	0.002381	0.997619	
P15291	OTHER	0.009950	0.990050	
P15954	OTHER	0.001613	0.998387	
Q494V2	OTHER	0.000119	0.999881	
Q6UW02	OTHER	0.292626	0.707374	
P63151	OTHER	0.001251	0.998749	
Q4L235	OTHER	0.004408	0.995592	
Q14993	SP(Sec/SPI)	0.990382	0.009618	CS pos: 23-24. STS-VT. Pr: 0.3923
Q9UBR1	OTHER	0.000147	0.999853	
P04075	OTHER	0.000316	0.999684	
P53618	OTHER	0.001212	0.998788	
Q6UW56	SP(Sec/SPI)	0.996305	0.003695	CS pos: 30-31. ALA-LP. Pr: 0.9242
Q8TDY4	OTHER	0.001002	0.998998	
Q8WYA1	OTHER	0.000404	0.999596	
P16671	OTHER	0.028252	0.971748	
Q5KU26	OTHER	0.000242	0.999758	
Q68DC2	OTHER	0.005343	0.994657	
Q86WR6	OTHER	0.000615	0.999385	
P08172	OTHER	0.001048	0.998952	
Q9NS84	OTHER	0.480546	0.519454	
Q5T8D3	OTHER	0.038587	0.961413	
P30939	OTHER	0.001078	0.998922	
Q9C0A0	SP(Sec/SPI)	0.770030	0.229970	CS pos: 25-26. VEA-GN. Pr: 0.7577
Q9ULJ7	OTHER	0.001980	0.998020	
P55291	SP(Sec/SPI)	0.886653	0.113347	CS pos: 21-22. SLG-VP. Pr: 0.3434
Q9BXL8	OTHER	0.001073	0.998927	
P08173	OTHER	0.000289	0.999711	
Q9P2W6	OTHER	0.004052	0.995948	
Q96IX9	OTHER	0.000150	0.999850	
Q8IZ16	OTHER	0.008991	0.991009	
Q6NXT1	OTHER	0.002959	0.997041	
Q5M9N0	OTHER	0.000440	0.999560	
P51826	OTHER	0.000600	0.999400	
P46108	OTHER	0.001016	0.998984	
O76039	OTHER	0.000462	0.999538	
P80075	SP(Sec/SPI)	0.999713	0.000287	CS pos: 23-24. GLA-QP. Pr: 0.8978
Q96A83	SP(Sec/SPI)	0.976625	0.023375	CS pos: 20-21. ALA-TG. Pr: 0.7767
Q96L14	OTHER	0.000327	0.999673	
A6NC57	OTHER	0.000810	0.999190	
O95264	SP(Sec/SPI)	0.978280	0.021720	CS pos: 21-22. ILA-TD. Pr: 0.8620
Q96MX0	OTHER	0.009406	0.990594	
Q9HCS2	OTHER	0.085013	0.914987	
P15391	SP(Sec/SPI)	0.978474	0.021526	CS pos: 20-21. VRP-EE. Pr: 0.8952
Q9H3K6	OTHER	0.000572	0.999428	
P06126	SP(Sec/SPI)	0.990546	0.009454	CS pos: 18-19. GNA-DG. Pr: 0.6639
Q6NTF7	OTHER	0.000761	0.999239	
O75462	SP(Sec/SPI)	0.989445	0.010555	CS pos: 36-37. AGS-GA. Pr: 0.3276
Q8WV93	OTHER	0.040268	0.959732	
Q9BZP3	OTHER	0.002010	0.997990	
P48745	SP(Sec/SPI)	0.998631	0.001369	CS pos: 31-32. VAA-TQ. Pr: 0.7370
Q96KH6	OTHER	0.001326	0.998674	
Q6ZNF0	SP(Sec/SPI)	0.996135	0.003865	CS pos: 23-24. VQG-SL. Pr: 0.4783
Q9BUX1	OTHER	0.002200	0.997800	
Q86UP0	SP(Sec/SPI)	0.727671	0.272329	CS pos: 19-20. CMG-RL. Pr: 0.2738
Q496F6	SP(Sec/SPI)	0.999361	0.000639	CS pos: 17-18. CLS-LK. Pr: 0.8357
