Accession	TMHMM #TM	TMHMMI	TMHMMO	TMHMMRatio(O/I)	Phobius #TM	PhobiusI	PhobiusO	PhobiusRatio(O/I)	consensus #TM	consensusI	consensusO	consensusRatio(O/I)	inclusive #TM	inclusiveI	inclusiveO	inclusiveRatio(O/I)
A6NK97	11	177	140	0.7909604519774012	11	154	174	1.12987012987013	11	48	18	0.375	11	283	296	1.0459363957597174
Q52WX2	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9NRY2	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96JF0	1	12	499	41.583333333333336	1	11	499	45.36363636363637	1	11	499	45.36363636363637	1	12	499	41.583333333333336
O75396	1	190	2	0.010526315789473684	1	192	1	0.005208333333333333	1	190	1	0.005263157894736842	1	192	2	0.010416666666666666
Q9H8X9	5	177	124	0.7005649717514124	5	176	120	0.6818181818181818	5	175	115	0.6571428571428571	5	178	129	0.7247191011235955
Q16514	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8TCC7	8	166	197	1.1867469879518073	9	207	149	0.7198067632850241	8	75	32	0.4266666666666667	9	298	314	1.0536912751677852
Q9HAJ7	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96RF0	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O43548	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q5W0B7	6	163	47	0.2883435582822086	6	159	57	0.3584905660377358	6	157	47	0.29936305732484075	6	165	57	0.34545454545454546
Q969T3	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9UQP3	0	0	0	inf	0	0	1271	inf	0	0	0	inf	0	0	1271	inf
Q96HA7	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P0CAT3	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P61812	1	4	387	96.75	0	0	394	inf	0	0	387	inf	1	4	394	98.5
Q9Y2K9	0	0	0	inf	3	192	926	4.822916666666667	0	0	0	inf	3	192	926	4.822916666666667
Q96CG3	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q92540	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q15915	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P01222	0	0	0	inf	0	0	118	inf	0	0	0	inf	0	0	118	inf
O75385	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9BQ24	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q86WB7	12	121	79	0.6528925619834711	11	124	79	0.6370967741935484	11	114	73	0.6403508771929824	12	131	85	0.648854961832061
O95881	1	6	148	24.666666666666668	0	0	149	inf	0	0	148	inf	1	6	149	24.833333333333332
Q96LR5	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6SA08	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6N043	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8IUH5	6	396	107	0.2702020202020202	6	467	42	0.08993576017130621	6	374	2	0.0053475935828877	6	489	147	0.3006134969325153
A0A0J9YWL9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8TCF1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8IZJ1	1	547	375	0.6855575868372943	1	546	347	0.6355311355311355	1	546	347	0.6355311355311355	1	547	375	0.6855575868372943
P04818	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9BWQ6	5	142	62	0.43661971830985913	5	146	59	0.4041095890410959	5	137	54	0.39416058394160586	5	151	67	0.44370860927152317
Q5TBB1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9UBE0	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P01374	1	6	176	29.333333333333332	0	0	171	inf	0	0	171	inf	1	6	176	29.333333333333332
Q00403	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P32971	1	173	38	0.21965317919075145	1	172	37	0.21511627906976744	1	172	37	0.21511627906976744	1	173	38	0.21965317919075145
Q9UL12	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q86VN1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P63027	1	92	1	0.010869565217391304	1	92	2	0.021739130434782608	1	92	1	0.010869565217391304	1	92	2	0.021739130434782608
Q9NRE2	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9H8U3	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9H6B1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9P243	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9Y6R6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P63146	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q5VVP1	1	20	1300	65.0	1	23	1297	56.391304347826086	1	20	1297	64.85	1	23	1300	56.52173913043478
Q9BQJ4	4	41	51	1.2439024390243902	4	40	51	1.275	4	40	46	1.15	4	41	56	1.3658536585365855
Q8IWB9	2	6	1080	180.0	2	6	1081	180.16666666666666	2	5	1080	216.0	2	7	1081	154.42857142857142
Q9UM82	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96PV0	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A6NFE2	1	283	37	0.13074204946996468	1	34	283	8.323529411764707	1	0	0	inf	1	317	320	1.0094637223974763
Q86UB9	5	240	106	0.44166666666666665	7	161	149	0.9254658385093167	5	150	96	0.64	7	251	159	0.6334661354581673
A6NCN8	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A0A1B0GUV7	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6NUS6	1	5	579	115.8	1	3	564	188.0	1	3	557	185.66666666666666	1	5	586	117.2
A0A0A0MTA4	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O43711	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9P0S9	4	16	7	0.4375	4	12	20	1.6666666666666667	4	0	0	inf	4	28	27	0.9642857142857143
P20366	0	0	0	inf	0	0	110	inf	0	0	0	inf	0	0	110	inf
Q96PX8	1	53	620	11.69811320754717	1	53	597	11.264150943396226	1	53	597	11.264150943396226	1	53	620	11.69811320754717
Q8IV35	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8N5D0	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96MM3	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6UXR8	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q63HK5	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q15649	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9BRU9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9Y5A9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P25490	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A5D8V6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O00295	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8N9Z0	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q86VY4	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q99808	11	114	95	0.8333333333333334	11	126	90	0.7142857142857143	11	111	77	0.6936936936936937	11	129	108	0.8372093023255814
Q9Y3B3	1	185	16	0.08648648648648649	1	16	151	9.4375	1	0	0	inf	1	201	167	0.8308457711442786
P09012	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9UKN8	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q04206	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8N9M5	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6PCB0	0	0	0	inf	0	0	427	inf	0	0	0	inf	0	0	427	inf
P55916	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O95258	0	0	0	inf	0	0	306	inf	0	0	0	inf	0	0	306	inf
Q6ZSA8	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P47992	0	0	0	inf	0	0	93	inf	0	0	0	inf	0	0	93	inf
Q96QS1	4	122	106	0.8688524590163934	4	119	106	0.8907563025210085	4	114	101	0.8859649122807017	4	127	111	0.8740157480314961
Q5TAX3	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q0P140	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9UHT4	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P63279	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9HAH1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q86YE8	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q5MCW4	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96RL7	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A6NGB9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A6NP61	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6ZVH6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8N2M4	7	54	36	0.6666666666666666	7	43	57	1.3255813953488371	7	15	14	0.9333333333333333	7	82	79	0.9634146341463414
Q8NET4	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P0C7M3	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8TA94	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q86XF7	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8NAF0	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P28749	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9UNX3	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9BYC2	0	0	0	inf	0	0	492	inf	0	0	0	inf	0	0	492	inf
Q7Z6L1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q5VWG9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O75478	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8IUC6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q92737	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9NTN3	8	145	36	0.2482758620689655	9	59	108	1.8305084745762712	8	44	22	0.5	9	160	122	0.7625
A0A1B0GU29	1	79	50	0.6329113924050633	1	79	51	0.6455696202531646	1	79	50	0.6329113924050633	1	79	51	0.6455696202531646
P50225	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O75486	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9UBV2	1	33	738	22.363636363636363	1	33	721	21.848484848484848	1	33	717	21.727272727272727	1	33	742	22.484848484848484
Q8IYI0	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9UPU7	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q14140	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A6NL88	0	0	0	inf	0	0	519	inf	0	0	0	inf	0	0	519	inf
Q8WW62	1	17	200	11.764705882352942	1	17	181	10.647058823529411	1	17	179	10.529411764705882	1	17	202	11.882352941176471
Q9Y291	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9NR83	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96AH0	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q969P6	0	0	0	inf	0	0	580	inf	0	0	0	inf	0	0	580	inf
Q8NA92	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9BY42	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9NRS4	1	30	384	12.8	1	31	380	12.258064516129032	1	30	380	12.666666666666666	1	31	384	12.387096774193548
Q96I15	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q17RB0	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9NX65	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q4U2R6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96H35	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O00338	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O15260	5	19	138	7.2631578947368425	7	41	83	2.024390243902439	5	19	78	4.105263157894737	7	41	143	3.4878048780487805
P19793	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9BRN9	1	9	215	23.88888888888889	2	11	155	14.090909090909092	1	0	146	inf	2	20	224	11.2
Q3SY56	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96PL1	0	0	0	inf	0	0	75	inf	0	0	0	inf	0	0	75	inf
Q9Y4F4	0	0	0	inf	0	0	1702	inf	0	0	0	inf	0	0	1702	inf
P13521	1	6	588	98.0	0	0	590	inf	0	0	588	inf	1	6	590	98.33333333333333
P59551	7	83	74	0.891566265060241	7	69	84	1.2173913043478262	7	55	60	1.0909090909090908	7	97	98	1.0103092783505154
Q96DC7	0	0	0	inf	2	421	29	0.0688836104513064	0	0	0	inf	2	421	29	0.0688836104513064
P62861	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q13285	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q14515	0	0	0	inf	0	0	648	inf	0	0	0	inf	0	0	648	inf
A6NCI4	0	0	0	inf	0	0	1160	inf	0	0	0	inf	0	0	1160	inf
P48443	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
B8ZZ34	1	140	234	1.6714285714285715	1	234	102	0.4358974358974359	1	0	0	inf	1	374	336	0.8983957219251337
Q8WY21	1	48	1097	22.854166666666668	1	48	1067	22.229166666666668	1	48	1063	22.145833333333332	1	48	1101	22.9375
Q5T0D9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8N8U3	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P49842	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P62328	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9Y5J1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96MT0	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q86V25	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P51668	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P0C672	3	17	162	9.529411764705882	3	17	159	9.352941176470589	3	17	159	9.352941176470589	3	17	162	9.529411764705882
E7ETH6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A0A075B6N4	0	0	0	inf	0	0	93	inf	0	0	0	inf	0	0	93	inf
Q6ZN79	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8NEG5	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A0A0J9YXY3	0	0	0	inf	0	0	93	inf	0	0	0	inf	0	0	93	inf
A0A5A6	0	0	0	inf	0	0	94	inf	0	0	0	inf	0	0	94	inf
A0A0K0K1G6	0	0	0	inf	0	0	93	inf	0	0	0	inf	0	0	93	inf
O75312	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q14588	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O75437	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8NDP4	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P59090	0	0	0	inf	0	0	38	inf	0	0	0	inf	0	0	38	inf
O43516	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96L42	6	42	927	22.071428571428573	7	253	699	2.7628458498023716	6	26	675	25.96153846153846	7	269	951	3.5353159851301115
P05771	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q86VS3	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96RR4	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9BQI7	0	0	0	inf	1	135	615	4.555555555555555	0	0	0	inf	1	135	615	4.555555555555555
P86481	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8NFH4	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q92954	0	0	0	inf	0	0	1380	inf	0	0	0	inf	0	0	1380	inf
Q9BZK8	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q86UW1	7	100	82	0.82	7	92	94	1.0217391304347827	7	89	81	0.9101123595505618	7	103	95	0.9223300970873787
Q9NWS0	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q06124	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q7RTU0	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6ZPB5	0	0	0	inf	0	0	125	inf	0	0	0	inf	0	0	125	inf
C9JQI7	0	0	0	inf	2	451	167	0.37028824833702884	0	0	0	inf	2	451	167	0.37028824833702884
P63272	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8WU76	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8N816	1	194	41	0.211340206185567	4	12	144	12.0	1	6	19	3.1666666666666665	4	200	166	0.83
A6NHP3	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96GM8	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q12767	10	1050	89	0.08476190476190476	10	1054	91	0.08633776091081594	10	1046	85	0.08126195028680688	10	1058	95	0.08979206049149338
Q3KQZ1	0	0	0	inf	1	74	185	2.5	0	0	0	inf	1	74	185	2.5
Q8IWB4	1	20	1304	65.2	1	23	1301	56.56521739130435	1	20	1301	65.05	1	23	1304	56.69565217391305
Q9Y320	2	63	190	3.015873015873016	2	64	180	2.8125	2	63	177	2.8095238095238093	2	64	193	3.015625
Q9NYL9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O43294	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6ZNK6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96A09	0	0	0	inf	0	0	396	inf	0	0	0	inf	0	0	396	inf
Q15836	1	78	2	0.02564102564102564	1	77	2	0.025974025974025976	1	77	2	0.025974025974025976	1	78	2	0.02564102564102564
P16989	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q86Y25	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q5BJH7	5	182	20	0.10989010989010989	5	187	22	0.11764705882352941	5	182	17	0.09340659340659341	5	187	25	0.13368983957219252
Q96DA0	0	0	0	inf	0	0	156	inf	0	0	0	inf	0	0	156	inf
Q9UKR8	3	23	153	6.6521739130434785	3	19	152	8.0	3	18	151	8.38888888888889	3	24	154	6.416666666666667
Q66K41	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O60636	4	34	95	2.7941176470588234	4	29	95	3.2758620689655173	4	27	94	3.4814814814814814	4	36	96	2.6666666666666665
Q9H267	0	0	0	inf	1	30	566	18.866666666666667	0	0	0	inf	1	30	566	18.866666666666667
Q9Y6Y8	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9NZ71	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P63131	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96QD9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q3LFD5	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O75083	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8NB50	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q92610	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A8MXE2	1	12	339	28.25	1	11	339	30.818181818181817	1	11	339	30.818181818181817	1	12	339	28.25
Q8N831	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P18206	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9UDV7	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A8MXK9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96GC6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8N2I2	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9HBT7	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6QN14	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q15326	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9UEG4	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A0A0B4J240	0	0	0	inf	0	0	93	inf	0	0	0	inf	0	0	93	inf
D6RBQ6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A0A0B4J275	0	0	0	inf	0	0	91	inf	0	0	0	inf	0	0	91	inf
Q9BZ97	1	12	23	1.9166666666666667	1	17	19	1.1176470588235294	1	12	19	1.5833333333333333	1	17	23	1.3529411764705883
D6RA61	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6P9G9	0	0	0	inf	0	0	498	inf	0	0	0	inf	0	0	498	inf
O15231	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8N8Z8	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9BUG6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9P202	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9BZS9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8NEK5	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P04628	1	4	343	85.75	0	0	343	inf	0	0	343	inf	1	4	343	85.75
P49750	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6PF05	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O60281	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A0A087WSZ9	0	0	0	inf	0	0	91	inf	0	0	0	inf	0	0	91	inf
Q9H7R5	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9UL40	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A0A075B6T6	0	0	0	inf	0	0	93	inf	0	0	0	inf	0	0	93	inf
P35443	0	0	0	inf	0	0	935	inf	0	0	0	inf	0	0	935	inf
Q9NW07	0	0	0	inf	1	147	398	2.707482993197279	0	0	0	inf	1	147	398	2.707482993197279
Q9NV66	1	19	690	36.31578947368421	1	690	21	0.030434782608695653	1	0	0	inf	1	709	711	1.002820874471086
P49910	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9GZX9	0	0	0	inf	0	0	198	inf	0	0	0	inf	0	0	198	inf
Q8NEM1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A0A589	0	0	0	inf	0	0	92	inf	0	0	0	inf	0	0	92	inf
Q13360	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A2RUT3	2	74	39	0.527027027027027	1	73	43	0.589041095890411	1	73	39	0.5342465753424658	2	74	43	0.581081081081081
O95793	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P59537	6	71	103	1.4507042253521127	7	86	66	0.7674418604651163	6	58	52	0.896551724137931	7	99	117	1.1818181818181819
Q11203	1	4	348	87.0	1	350	5	0.014285714285714285	1	0	0	inf	1	354	353	0.9971751412429378
O75830	0	0	0	inf	0	0	382	inf	0	0	0	inf	0	0	382	inf
Q8N8V8	1	20	86	4.3	1	86	19	0.22093023255813954	1	0	0	inf	1	106	105	0.9905660377358491
Q9BZD7	1	130	78	0.6	1	130	78	0.6	1	130	78	0.6	1	130	78	0.6
Q9H0I9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P52888	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q13472	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9Y399	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q5TEJ8	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q12816	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O43247	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9BXF9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9NR96	1	6	1003	167.16666666666666	0	0	1005	inf	0	0	1003	inf	1	6	1005	167.5
Q8N4U5	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P0DI82	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8IYU4	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O00526	1	4	157	39.25	1	4	131	32.75	1	4	131	32.75	1	4	157	39.25
Q92670	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8WVN8	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6ZMW2	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q641Q2	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9NPG3	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A8K554	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P55808	1	15	142	9.466666666666667	1	17	121	7.117647058823529	1	15	121	8.066666666666666	1	17	142	8.352941176470589
Q92890	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q14CS0	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8WVS4	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8IWG1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6UWM9	2	20	461	23.05	1	15	467	31.133333333333333	1	14	461	32.92857142857143	2	21	467	22.238095238095237
P0CJ79	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q2TAM9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8N0Z9	2	117	377	3.2222222222222223	1	106	383	3.6132075471698113	1	106	376	3.547169811320755	2	117	384	3.282051282051282
Q9BSL1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A6NC05	0	0	0	inf	0	0	113	inf	0	0	0	inf	0	0	113	inf
